rep	moi	hpi	fov	segment	molecule	ambiguous	infected_cells	rna_type	spots	median_intensity	mean_radius	spots_per_infected_cell	mean_n
0	0.3 MOI	1	1	NP	vRNA	FALSE	43	vRNA	16	0	5	0.37209302325581395	0.2480705221703016
0	0.3 MOI	1	1	NA	mRNA	FALSE	43	mRNA	40	0.055176411	5	0.9302325581395349	0.37266770813932065
0	0.3 MOI	1	1	NA	vRNA	FALSE	43	vRNA	3	0	5	0.06976744186046512	0.15927495871249586
0	0.3 MOI	1	1	M	mRNA	FALSE	43	mRNA	3	0.1639296	5	0.06976744186046512	2.980726603485601
0	0.3 MOI	1	1	M	vRNA	FALSE	43	vRNA	1	0	5	0.023255813953488372	0.6507468107321579
0	0.3 MOI	1	1	NS	mRNA	FALSE	43	mRNA	148	0.0395936765	5	3.441860465116279	4.361678171466886
0	0.3 MOI	1	1	NS	vRNA	FALSE	43	vRNA	3	0	5	0.06976744186046512	0.4351972795623483
0	0.3 MOI	1	2	PB2	mRNA	FALSE	47	mRNA	9	4.0401123e-6	5	0.19148936170212766	1.6197000950524145
0	0.3 MOI	1	2	PB2	vRNA	FALSE	47	vRNA	47	0	5	1	1.5144935100297654
0	0.3 MOI	1	2	PB1	mRNA	FALSE	47	mRNA	26	3.16704655e-6	5	0.5531914893617021	0.2601839736463064
0	0.3 MOI	1	2	PB1	vRNA	FALSE	47	vRNA	24	0	5	0.5106382978723404	0.4834438483262122
0	0.3 MOI	1	2	PA	vRNA	FALSE	47	vRNA	1	5.3591113e-5	5	0.02127659574468085	2.5752189405035186
0	0.3 MOI	1	2	HA	mRNA	FALSE	47	mRNA	4	5.829564465e-4	5	0.0851063829787234	1.0073047896549772
0	0.3 MOI	1	2	HA	vRNA	FALSE	47	vRNA	20	0	5	0.425531914893617	1.49301080012043
0	0.3 MOI	1	2	NP	mRNA	FALSE	47	mRNA	18	0.03729146	5	0.3829787234042553	1.6182997359252076
0	0.3 MOI	1	2	NP	vRNA	FALSE	47	vRNA	12	0	5	0.2553191489361702	0.2480705221703016
0	0.3 MOI	1	2	NA	mRNA	FALSE	47	mRNA	47	0.05166544	5	1	0.37266770813932065
0	0.3 MOI	1	2	NA	vRNA	FALSE	47	vRNA	1	0	5	0.02127659574468085	0.15927495871249586
0	0.3 MOI	1	2	M	mRNA	FALSE	47	mRNA	3	0.053344525	5	0.06382978723404255	2.980726603485601
0	0.3 MOI	1	2	NS	mRNA	FALSE	47	mRNA	155	0.043681577	5	3.297872340425532	4.361678171466886
0	0.3 MOI	1	2	NS	vRNA	FALSE	47	vRNA	1	7.711059e-5	5	0.02127659574468085	0.4351972795623483
0	0.3 MOI	1	3	PB2	mRNA	FALSE	57	mRNA	18	0	5	0.3157894736842105	1.6197000950524145
0	0.3 MOI	1	3	PB2	vRNA	FALSE	57	vRNA	34	0	5	0.5964912280701754	1.5144935100297654
0	0.3 MOI	1	3	PB1	mRNA	FALSE	57	mRNA	34	1.4772471e-6	5	0.5964912280701754	0.2601839736463064
0	0.3 MOI	1	3	PB1	vRNA	FALSE	57	vRNA	25	0	5	0.43859649122807015	0.4834438483262122
0	0.3 MOI	1	3	PA	vRNA	FALSE	57	vRNA	3	0	5	0.05263157894736842	2.5752189405035186
0	0.3 MOI	1	3	HA	mRNA	FALSE	57	mRNA	1	0	5	0.017543859649122806	1.0073047896549772
0	0.3 MOI	1	3	HA	vRNA	FALSE	57	vRNA	18	0	5	0.3157894736842105	1.49301080012043
0	0.3 MOI	1	3	NP	mRNA	FALSE	57	mRNA	37	0.026351659	5	0.6491228070175439	1.6182997359252076
0	0.3 MOI	1	3	NP	vRNA	FALSE	57	vRNA	14	0	5	0.24561403508771928	0.2480705221703016
0	0.3 MOI	1	3	NA	mRNA	FALSE	57	mRNA	33	0.06180247	5	0.5789473684210527	0.37266770813932065
0	0.3 MOI	1	3	NA	vRNA	FALSE	57	vRNA	3	0	5	0.05263157894736842	0.15927495871249586
0	0.3 MOI	1	3	M	mRNA	FALSE	57	mRNA	2	0.12136314499999999	5	0.03508771929824561	2.980726603485601
0	0.3 MOI	1	3	M	vRNA	FALSE	57	vRNA	1	0	5	0.017543859649122806	0.6507468107321579
0	0.3 MOI	1	3	NS	mRNA	FALSE	57	mRNA	150	0.0393767005	5	2.6315789473684212	4.361678171466886
0	0.3 MOI	1	3	NS	vRNA	FALSE	57	vRNA	6	0	5	0.10526315789473684	0.4351972795623483
0	0.3 MOI	1	4	PB2	mRNA	FALSE	47	mRNA	6	1.9763725e-5	5	0.1276595744680851	1.6197000950524145
0	0.3 MOI	1	4	PB2	vRNA	FALSE	47	vRNA	61	0	5	1.297872340425532	1.5144935100297654
0	0.3 MOI	1	4	PB1	mRNA	FALSE	47	mRNA	17	0	5	0.3617021276595745	0.2601839736463064
0	0.3 MOI	1	4	PB1	vRNA	FALSE	47	vRNA	28	0	5	0.5957446808510638	0.4834438483262122
0	0.3 MOI	1	4	PA	vRNA	FALSE	47	vRNA	4	0	5	0.0851063829787234	2.5752189405035186
0	0.3 MOI	1	4	HA	mRNA	FALSE	47	mRNA	3	0	5	0.06382978723404255	1.0073047896549772
0	0.3 MOI	1	4	HA	vRNA	FALSE	47	vRNA	23	0	5	0.48936170212765956	1.49301080012043
0	0.3 MOI	1	4	NP	mRNA	FALSE	47	mRNA	37	0.049279787	5	0.7872340425531915	1.6182997359252076
0	0.3 MOI	1	4	NP	vRNA	FALSE	47	vRNA	16	0	5	0.3404255319148936	0.2480705221703016
0	0.3 MOI	1	4	NA	mRNA	FALSE	47	mRNA	40	0.0476754635	5	0.851063829787234	0.37266770813932065
0	0.3 MOI	1	4	NA	vRNA	FALSE	47	vRNA	8	0	5	0.1702127659574468	0.15927495871249586
0	0.3 MOI	1	4	M	mRNA	FALSE	47	mRNA	1	0.09111695	5	0.02127659574468085	2.980726603485601
0	0.3 MOI	1	4	M	vRNA	FALSE	47	vRNA	3	0	5	0.06382978723404255	0.6507468107321579
0	0.3 MOI	1	4	NS	mRNA	FALSE	47	mRNA	190	0.037478175	5	4.042553191489362	4.361678171466886
0	0.3 MOI	1	4	NS	vRNA	FALSE	47	vRNA	12	0	5	0.2553191489361702	0.4351972795623483
0	0.3 MOI	1	5	PB2	mRNA	FALSE	50	mRNA	5	0	5	0.1	1.6197000950524145
0	0.3 MOI	1	5	PB2	vRNA	FALSE	50	vRNA	63	0	5	1.26	1.5144935100297654
0	0.3 MOI	1	5	PB1	mRNA	FALSE	50	mRNA	20	0	5	0.4	0.2601839736463064
0	0.3 MOI	1	5	PB1	vRNA	FALSE	50	vRNA	29	0	5	0.58	0.4834438483262122
0	0.3 MOI	1	5	PA	vRNA	FALSE	50	vRNA	4	0	5	0.08	2.5752189405035186
0	0.3 MOI	1	5	HA	mRNA	FALSE	50	mRNA	2	0	5	0.04	1.0073047896549772
0	0.3 MOI	1	5	HA	vRNA	FALSE	50	vRNA	17	0	5	0.34	1.49301080012043
0	0.3 MOI	1	5	NP	mRNA	FALSE	50	mRNA	41	0.03104037	5	0.82	1.6182997359252076
0	0.3 MOI	1	5	NP	vRNA	FALSE	50	vRNA	16	0	5	0.32	0.2480705221703016
0	0.3 MOI	1	5	NA	mRNA	FALSE	50	mRNA	51	0.050223116	5	1.02	0.37266770813932065
0	0.3 MOI	1	5	NA	vRNA	FALSE	50	vRNA	2	0	5	0.04	0.15927495871249586
0	0.3 MOI	1	5	M	mRNA	FALSE	50	mRNA	1	0.086333394	5	0.02	2.980726603485601
0	0.3 MOI	1	5	NS	mRNA	FALSE	50	mRNA	210	0.0386620975	5	4.2	4.361678171466886
0	0.3 MOI	1	5	NS	vRNA	FALSE	50	vRNA	8	0	5	0.16	0.4351972795623483
0	0.3 MOI	1	6	PB2	mRNA	FALSE	59	mRNA	2	6.141453e-5	5	0.03389830508474576	1.6197000950524145
0	0.3 MOI	1	6	PB2	vRNA	FALSE	59	vRNA	48	0	5	0.8135593220338984	1.5144935100297654
0	0.3 MOI	1	6	PB1	mRNA	FALSE	59	mRNA	14	0	5	0.23728813559322035	0.2601839736463064
0	0.3 MOI	1	6	PB1	vRNA	FALSE	59	vRNA	15	0	5	0.2542372881355932	0.4834438483262122
0	0.3 MOI	1	6	PA	vRNA	FALSE	59	vRNA	2	5.11083e-4	5	0.03389830508474576	2.5752189405035186
0	0.3 MOI	1	6	HA	mRNA	FALSE	59	mRNA	1	0	5	0.01694915254237288	1.0073047896549772
0	0.3 MOI	1	6	HA	vRNA	FALSE	59	vRNA	21	0	5	0.3559322033898305	1.49301080012043
0	0.3 MOI	1	6	NP	mRNA	FALSE	59	mRNA	25	0.025107998	5	0.423728813559322	1.6182997359252076
0	0.3 MOI	1	6	NP	vRNA	FALSE	59	vRNA	15	0	5	0.2542372881355932	0.2480705221703016
0	0.3 MOI	1	6	NA	mRNA	FALSE	59	mRNA	34	0.058498101499999997	5	0.576271186440678	0.37266770813932065
0	0.3 MOI	1	6	M	mRNA	FALSE	59	mRNA	2	0.0358881355	7	0.03389830508474576	2.980726603485601
0	0.3 MOI	1	6	NS	mRNA	FALSE	59	mRNA	187	0.032852333	5	3.169491525423729	4.361678171466886
0	0.3 MOI	1	6	NS	vRNA	FALSE	59	vRNA	2	0	5	0.03389830508474576	0.4351972795623483
0	0.3 MOI	1	7	PB2	mRNA	FALSE	66	mRNA	1	0	5	0.015151515151515152	1.6197000950524145
0	0.3 MOI	1	7	PB2	vRNA	FALSE	66	vRNA	61	0	5	0.9242424242424242	1.5144935100297654
0	0.3 MOI	1	7	PB1	mRNA	FALSE	66	mRNA	3	0	5	0.045454545454545456	0.2601839736463064
0	0.3 MOI	1	7	PB1	vRNA	FALSE	66	vRNA	25	0	5	0.3787878787878788	0.4834438483262122
0	0.3 MOI	1	7	PA	vRNA	FALSE	66	vRNA	1	0	5	0.015151515151515152	2.5752189405035186
0	0.3 MOI	1	7	HA	vRNA	FALSE	66	vRNA	17	0	5	0.25757575757575757	1.49301080012043
0	0.3 MOI	1	7	NP	mRNA	FALSE	66	mRNA	35	0.034248635	5	0.5303030303030303	1.6182997359252076
0	0.3 MOI	1	7	NP	vRNA	FALSE	66	vRNA	23	0	5	0.3484848484848485	0.2480705221703016
0	0.3 MOI	1	7	NA	mRNA	FALSE	66	mRNA	41	0.03966348	5	0.6212121212121212	0.37266770813932065
0	0.3 MOI	1	7	NA	vRNA	FALSE	66	vRNA	3	0	5	0.045454545454545456	0.15927495871249586
0	0.3 MOI	1	7	M	mRNA	FALSE	66	mRNA	1	0.024359643	5	0.015151515151515152	2.980726603485601
0	0.3 MOI	1	7	M	vRNA	FALSE	66	vRNA	4	0	5	0.06060606060606061	0.6507468107321579
0	0.3 MOI	1	7	NS	mRNA	FALSE	66	mRNA	194	0.03921054	5	2.9393939393939394	4.361678171466886
0	0.3 MOI	1	7	NS	vRNA	FALSE	66	vRNA	1	0	5	0.015151515151515152	0.4351972795623483
0	0.3 MOI	2	0	PB2	mRNA	FALSE	53	mRNA	1	0	5	0.018867924528301886	1.8466290537266778
0	0.3 MOI	2	0	PB2	vRNA	FALSE	53	vRNA	31	0	5	0.5849056603773585	1.9721250833983803
0	0.3 MOI	2	0	PB1	mRNA	FALSE	53	mRNA	2	0	5	0.03773584905660377	0.27524673245530523
0	0.3 MOI	2	0	PB1	vRNA	FALSE	53	vRNA	26	0	5	0.49056603773584906	0.6594238747184761
0	0.3 MOI	2	0	PA	mRNA	FALSE	53	mRNA	1	0.0023701529	5	0.018867924528301886	2.1197265466899653
0	0.3 MOI	2	0	PA	vRNA	FALSE	53	vRNA	2	2.7393273e-4	5	0.03773584905660377	3.156802691552569
0	0.3 MOI	2	0	HA	mRNA	FALSE	53	mRNA	1	0.0012960015	5	0.018867924528301886	1.0972851744263197
0	0.3 MOI	2	0	HA	vRNA	FALSE	53	vRNA	3	0	5	0.05660377358490566	2.1757350118566428
0	0.3 MOI	2	0	NP	mRNA	FALSE	53	mRNA	33	0.029245976	5	0.6226415094339622	2.437659897191436
0	0.3 MOI	2	0	NP	vRNA	FALSE	53	vRNA	7	0	5	0.1320754716981132	0.40080480782315225
0	0.3 MOI	2	0	NA	mRNA	FALSE	53	mRNA	28	0.04094222	5	0.5283018867924528	0.39006263696460386
0	0.3 MOI	2	0	NA	vRNA	FALSE	53	vRNA	2	0	5	0.03773584905660377	0.24450711848814918
0	0.3 MOI	2	0	M	mRNA	FALSE	53	mRNA	3	0.079043895	5	0.05660377358490566	2.5640161326286472
0	0.3 MOI	2	0	M	vRNA	FALSE	53	vRNA	2	0	5	0.03773584905660377	1.2795967139609428
0	0.3 MOI	2	0	NS	mRNA	FALSE	53	mRNA	43	0.06582917	5	0.8113207547169812	4.278433033493404
0	0.3 MOI	2	0	NS	vRNA	FALSE	53	vRNA	1	0	5	0.018867924528301886	0.8338925895851137
0	0.3 MOI	2	1	PB2	mRNA	FALSE	32	mRNA	12	2.3402219000000002e-4	5	0.375	1.8466290537266778
0	0.3 MOI	2	1	PB2	vRNA	FALSE	32	vRNA	34	0	5	1.0625	1.9721250833983803
0	0.3 MOI	2	1	PB1	mRNA	FALSE	32	mRNA	23	6.382911e-5	5	0.71875	0.27524673245530523
0	0.3 MOI	2	1	PB1	vRNA	FALSE	32	vRNA	15	0	5	0.46875	0.6594238747184761
0	0.3 MOI	2	1	PA	mRNA	FALSE	32	mRNA	1	2.8315728e-4	5	0.03125	2.1197265466899653
0	0.3 MOI	2	1	PA	vRNA	FALSE	32	vRNA	2	7.6268119e-4	5	0.0625	3.156802691552569
0	0.3 MOI	2	1	HA	mRNA	FALSE	32	mRNA	5	4.118721e-6	5	0.15625	1.0972851744263197
0	0.3 MOI	2	1	HA	vRNA	FALSE	32	vRNA	7	0	5	0.21875	2.1757350118566428
0	0.3 MOI	2	1	NP	mRNA	FALSE	32	mRNA	42	0.028844607	5	1.3125	2.437659897191436
0	0.3 MOI	2	1	NP	vRNA	FALSE	32	vRNA	3	2.3624384e-4	5	0.09375	0.40080480782315225
0	0.3 MOI	2	1	NA	mRNA	FALSE	32	mRNA	27	0.035574052	5	0.84375	0.39006263696460386
0	0.3 MOI	2	1	NA	vRNA	FALSE	32	vRNA	2	0.0030789012	5	0.0625	0.24450711848814918
0	0.3 MOI	2	1	M	mRNA	FALSE	32	mRNA	7	0.092991814	5	0.21875	2.5640161326286472
0	0.3 MOI	2	1	M	vRNA	FALSE	32	vRNA	3	2.534781e-4	5	0.09375	1.2795967139609428
0	0.3 MOI	2	1	NS	mRNA	FALSE	32	mRNA	172	0.036522991500000004	5	5.375	4.278433033493404
0	0.3 MOI	2	1	NS	vRNA	FALSE	32	vRNA	2	0.022871255	5	0.0625	0.8338925895851137
0	0.3 MOI	2	2	PB2	mRNA	FALSE	42	mRNA	5	6.4185983e-6	5	0.11904761904761904	1.8466290537266778
0	0.3 MOI	2	2	PB2	vRNA	FALSE	42	vRNA	36	0	5	0.8571428571428571	1.9721250833983803
0	0.3 MOI	2	2	PB1	mRNA	FALSE	42	mRNA	8	0	5	0.19047619047619047	0.27524673245530523
0	0.3 MOI	2	2	PB1	vRNA	FALSE	42	vRNA	9	0	5	0.21428571428571427	0.6594238747184761
0	0.3 MOI	2	2	PA	mRNA	FALSE	42	mRNA	1	0	5	0.023809523809523808	2.1197265466899653
0	0.3 MOI	2	2	PA	vRNA	FALSE	42	vRNA	5	0	5	0.11904761904761904	3.156802691552569
0	0.3 MOI	2	2	HA	mRNA	FALSE	42	mRNA	4	3.25919025e-5	5	0.09523809523809523	1.0972851744263197
0	0.3 MOI	2	2	HA	vRNA	FALSE	42	vRNA	11	0	5	0.2619047619047619	2.1757350118566428
0	0.3 MOI	2	2	NP	mRNA	FALSE	42	mRNA	33	0.031869404	5	0.7857142857142857	2.437659897191436
0	0.3 MOI	2	2	NP	vRNA	FALSE	42	vRNA	8	0	5	0.19047619047619047	0.40080480782315225
0	0.3 MOI	2	2	NA	mRNA	FALSE	42	mRNA	33	0.05836126	5	0.7857142857142857	0.39006263696460386
0	0.3 MOI	2	2	NA	vRNA	FALSE	42	vRNA	1	0	5	0.023809523809523808	0.24450711848814918
0	0.3 MOI	2	2	M	mRNA	FALSE	42	mRNA	1	0.09014119	5	0.023809523809523808	2.5640161326286472
0	0.3 MOI	2	2	M	vRNA	FALSE	42	vRNA	1	0	5	0.023809523809523808	1.2795967139609428
0	0.3 MOI	2	2	NS	mRNA	FALSE	42	mRNA	139	0.038508642	5	3.3095238095238093	4.278433033493404
0	0.3 MOI	2	2	NS	vRNA	FALSE	42	vRNA	4	0	5	0.09523809523809523	0.8338925895851137
0	0.3 MOI	2	3	PB2	mRNA	FALSE	38	mRNA	3	3.9270635e-6	5	0.07894736842105263	1.8466290537266778
0	0.3 MOI	2	3	PB2	vRNA	FALSE	38	vRNA	46	0	5	1.2105263157894737	1.9721250833983803
0	0.3 MOI	2	3	PB1	mRNA	FALSE	38	mRNA	15	0	5	0.39473684210526316	0.27524673245530523
0	0.3 MOI	2	3	PB1	vRNA	FALSE	38	vRNA	25	0	5	0.6578947368421053	0.6594238747184761
0	0.3 MOI	2	3	PA	mRNA	FALSE	38	mRNA	1	9.3568495e-4	5	0.02631578947368421	2.1197265466899653
0	0.3 MOI	2	3	PA	vRNA	FALSE	38	vRNA	4	0	5	0.10526315789473684	3.156802691552569
0	0.3 MOI	2	3	HA	mRNA	FALSE	38	mRNA	4	2.26413348e-4	5	0.10526315789473684	1.0972851744263197
0	0.3 MOI	2	3	HA	vRNA	FALSE	38	vRNA	8	0	5	0.21052631578947367	2.1757350118566428
0	0.3 MOI	2	3	NP	mRNA	FALSE	38	mRNA	32	0.028214747999999998	5	0.8421052631578947	2.437659897191436
0	0.3 MOI	2	3	NP	vRNA	FALSE	38	vRNA	11	0	5	0.2894736842105263	0.40080480782315225
0	0.3 MOI	2	3	NA	mRNA	FALSE	38	mRNA	28	0.048158731499999996	5	0.7368421052631579	0.39006263696460386
0	0.3 MOI	2	3	NA	vRNA	FALSE	38	vRNA	7	0	5	0.18421052631578946	0.24450711848814918
0	0.3 MOI	2	3	M	mRNA	FALSE	38	mRNA	6	0.107481043	5	0.15789473684210525	2.5640161326286472
0	0.3 MOI	2	3	M	vRNA	FALSE	38	vRNA	2	0	5	0.05263157894736842	1.2795967139609428
0	0.3 MOI	2	3	NS	mRNA	FALSE	38	mRNA	158	0.042584186499999996	5	4.157894736842105	4.278433033493404
0	0.3 MOI	2	3	NS	vRNA	FALSE	38	vRNA	3	0	5	0.07894736842105263	0.8338925895851137
0	0.3 MOI	2	4	PB2	mRNA	FALSE	61	mRNA	9	2.012835e-5	5	0.14754098360655737	1.8466290537266778
0	0.3 MOI	2	4	PB2	vRNA	FALSE	61	vRNA	84	0	5	1.3770491803278688	1.9721250833983803
0	0.3 MOI	2	4	PB1	mRNA	FALSE	61	mRNA	12	0	5	0.19672131147540983	0.27524673245530523
0	0.3 MOI	2	4	PB1	vRNA	FALSE	61	vRNA	16	0	5	0.26229508196721313	0.6594238747184761
0	0.3 MOI	2	4	PA	mRNA	FALSE	61	mRNA	1	1.3112115e-4	5	0.01639344262295082	2.1197265466899653
0	0.3 MOI	2	4	PA	vRNA	FALSE	61	vRNA	4	0	5	0.06557377049180328	3.156802691552569
0	0.3 MOI	2	4	HA	mRNA	FALSE	61	mRNA	1	4.211391e-6	5	0.01639344262295082	1.0972851744263197
0	0.3 MOI	2	4	HA	vRNA	FALSE	61	vRNA	17	0	5	0.2786885245901639	2.1757350118566428
0	0.3 MOI	2	4	NP	mRNA	FALSE	61	mRNA	52	0.038327825999999995	5	0.8524590163934426	2.437659897191436
0	0.3 MOI	2	4	NP	vRNA	FALSE	61	vRNA	12	0	5	0.19672131147540983	0.40080480782315225
0	0.3 MOI	2	4	NA	mRNA	FALSE	61	mRNA	34	0.043016083999999996	5	0.5573770491803278	0.39006263696460386
0	0.3 MOI	2	4	NA	vRNA	FALSE	61	vRNA	6	0	5	0.09836065573770492	0.24450711848814918
0	0.3 MOI	2	4	M	mRNA	FALSE	61	mRNA	2	0.124386785	5	0.03278688524590164	2.5640161326286472
0	0.3 MOI	2	4	M	vRNA	FALSE	61	vRNA	4	0	5	0.06557377049180328	1.2795967139609428
0	0.3 MOI	2	4	NS	mRNA	FALSE	61	mRNA	208	0.045603527500000005	5	3.4098360655737703	4.278433033493404
0	0.3 MOI	2	4	NS	vRNA	FALSE	61	vRNA	5	0	5	0.08196721311475409	0.8338925895851137
0	0.3 MOI	2	5	PB2	mRNA	FALSE	48	mRNA	30	0	5	0.625	1.8466290537266778
0	0.3 MOI	2	5	PB2	vRNA	FALSE	48	vRNA	106	0	5	2.2083333333333335	1.9721250833983803
0	0.3 MOI	2	5	PB1	mRNA	FALSE	48	mRNA	14	0	5	0.2916666666666667	0.27524673245530523
0	0.3 MOI	2	5	PB1	vRNA	FALSE	48	vRNA	22	0	5	0.4583333333333333	0.6594238747184761
0	0.3 MOI	2	5	PA	vRNA	FALSE	48	vRNA	1	0	5	0.020833333333333332	3.156802691552569
0	0.3 MOI	2	5	HA	mRNA	FALSE	48	mRNA	4	4.3638452600000004e-5	5	0.08333333333333333	1.0972851744263197
0	0.3 MOI	2	5	HA	vRNA	FALSE	48	vRNA	12	0	5	0.25	2.1757350118566428
0	0.3 MOI	2	5	NP	mRNA	FALSE	48	mRNA	36	0.046840864999999995	5	0.75	2.437659897191436
0	0.3 MOI	2	5	NP	vRNA	FALSE	48	vRNA	2	0	5	0.041666666666666664	0.40080480782315225
0	0.3 MOI	2	5	NA	mRNA	FALSE	48	mRNA	29	0.037896305	5	0.6041666666666666	0.39006263696460386
0	0.3 MOI	2	5	NA	vRNA	FALSE	48	vRNA	4	0	5	0.08333333333333333	0.24450711848814918
0	0.3 MOI	2	5	M	mRNA	FALSE	48	mRNA	6	0.043938245	5	0.125	2.5640161326286472
0	0.3 MOI	2	5	M	vRNA	FALSE	48	vRNA	1	0.012710573	5	0.020833333333333332	1.2795967139609428
0	0.3 MOI	2	5	NS	mRNA	FALSE	48	mRNA	167	0.047732107	5	3.4791666666666665	4.278433033493404
0	0.3 MOI	2	5	NS	vRNA	FALSE	48	vRNA	5	0	5	0.10416666666666667	0.8338925895851137
0	0.3 MOI	2	6	PB2	mRNA	FALSE	63	mRNA	3	0	5	0.047619047619047616	1.8466290537266778
0	0.3 MOI	2	6	PB2	vRNA	FALSE	63	vRNA	45	0	5	0.7142857142857143	1.9721250833983803
0	0.3 MOI	2	6	PB1	mRNA	FALSE	63	mRNA	4	0	5	0.06349206349206349	0.27524673245530523
0	0.3 MOI	2	6	PB1	vRNA	FALSE	63	vRNA	19	0	5	0.30158730158730157	0.6594238747184761
0	0.3 MOI	2	6	PA	vRNA	FALSE	63	vRNA	1	0	5	0.015873015873015872	3.156802691552569
0	0.3 MOI	2	6	HA	vRNA	FALSE	63	vRNA	16	0	5	0.25396825396825395	2.1757350118566428
0	0.3 MOI	2	6	NP	mRNA	FALSE	63	mRNA	39	0.02440163	5	0.6190476190476191	2.437659897191436
0	0.3 MOI	2	6	NP	vRNA	FALSE	63	vRNA	10	0	5	0.15873015873015872	0.40080480782315225
0	0.3 MOI	2	6	NA	mRNA	FALSE	63	mRNA	26	0.044561786500000006	5	0.4126984126984127	0.39006263696460386
0	0.3 MOI	2	6	NA	vRNA	FALSE	63	vRNA	2	0.0107639085	5	0.031746031746031744	0.24450711848814918
0	0.3 MOI	2	6	M	mRNA	FALSE	63	mRNA	1	0.057400092	5	0.015873015873015872	2.5640161326286472
0	0.3 MOI	2	6	NS	mRNA	FALSE	63	mRNA	209	0.038742393	5	3.3174603174603177	4.278433033493404
0	0.3 MOI	2	6	NS	vRNA	FALSE	63	vRNA	4	0	5	0.06349206349206349	0.8338925895851137
0	0.3 MOI	2	7	PB2	mRNA	FALSE	66	mRNA	2	2.1239731e-4	5	0.030303030303030304	1.8466290537266778
0	0.3 MOI	2	7	PB2	vRNA	FALSE	66	vRNA	47	0	5	0.7121212121212122	1.9721250833983803
0	0.3 MOI	2	7	PB1	mRNA	FALSE	66	mRNA	7	0	5	0.10606060606060606	0.27524673245530523
0	0.3 MOI	2	7	PB1	vRNA	FALSE	66	vRNA	17	0	5	0.25757575757575757	0.6594238747184761
0	0.3 MOI	2	7	PA	vRNA	FALSE	66	vRNA	3	0	5	0.045454545454545456	3.156802691552569
0	0.3 MOI	2	7	HA	mRNA	FALSE	66	mRNA	3	0	5	0.045454545454545456	1.0972851744263197
0	0.3 MOI	2	7	HA	vRNA	FALSE	66	vRNA	4	0	5	0.06060606060606061	2.1757350118566428
